"metric","n","tau","net","model","bparam","varyv","varys"
"d",1,0.783340321453529,"fitness","SIS","D","FALSE","FALSE"
"largesd",1,0.78974143955276,"fitness","SIS","D","FALSE","FALSE"
"d",2,0.810006988120196,"fitness","SIS","D","FALSE","FALSE"
"largesd",2,0.841062194269741,"fitness","SIS","D","FALSE","FALSE"
"d",3,0.818225017470301,"fitness","SIS","D","FALSE","FALSE"
"largesd",3,0.860824598183089,"fitness","SIS","D","FALSE","FALSE"
"d",4,0.824821802935011,"fitness","SIS","D","FALSE","FALSE"
"largesd",4,0.873654786862334,"fitness","SIS","D","FALSE","FALSE"
"d",5,0.830132774283718,"fitness","SIS","D","FALSE","FALSE"
"largesd",5,0.882851153039832,"fitness","SIS","D","FALSE","FALSE"
"d",6,0.914716981132075,"fitness","SIS","D","FALSE","FALSE"
"largesd",6,0.914716981132075,"fitness","SIS","D","FALSE","FALSE"
"d",1,0.864933612858141,"fitness","SIS","D","FALSE","TRUE"
"largesd",1,0.693445143256464,"fitness","SIS","D","FALSE","TRUE"
"d",2,0.828763102725367,"fitness","SIS","D","FALSE","TRUE"
"largesd",2,0.75759608665269,"fitness","SIS","D","FALSE","TRUE"
"d",3,0.823927323549965,"fitness","SIS","D","FALSE","TRUE"
"largesd",3,0.771376659678547,"fitness","SIS","D","FALSE","TRUE"
"d",4,0.820656883298393,"fitness","SIS","D","FALSE","TRUE"
"largesd",4,0.783787561146052,"fitness","SIS","D","FALSE","TRUE"
"d",5,0.813305380852551,"fitness","SIS","D","FALSE","TRUE"
"largesd",5,0.792173305380853,"fitness","SIS","D","FALSE","TRUE"
"d",6,0.882990915443746,"fitness","SIS","D","FALSE","TRUE"
"largesd",6,0.882990915443746,"fitness","SIS","D","FALSE","TRUE"
