"metric","n","tau","net","model","bparam","varyv","varys"
"d",3,-0.104918032786885,"dolphin","genereg","D","FALSE","FALSE"
"input",3,-0.0612797461660497,"dolphin","genereg","D","FALSE","FALSE"
"d",4,-0.134320465362242,"dolphin","genereg","D","FALSE","FALSE"
"input",4,-0.0630988894764675,"dolphin","genereg","D","FALSE","FALSE"
"d",5,-0.118075092543628,"dolphin","genereg","D","FALSE","FALSE"
"input",5,-0.0681755684822845,"dolphin","genereg","D","FALSE","FALSE"
"d",6,-0.263352723426758,"dolphin","genereg","D","FALSE","FALSE"
"input",6,-0.263352723426758,"dolphin","genereg","D","FALSE","FALSE"
"d",1,-0.0308405797101449,"dolphin","genereg","D","TRUE","FALSE"
"input",1,-0.0375652173913044,"dolphin","genereg","D","TRUE","FALSE"
"d",2,-0.0389565217391304,"dolphin","genereg","D","TRUE","FALSE"
"input",2,-0.117797101449275,"dolphin","genereg","D","TRUE","FALSE"
"d",3,-0.0543768115942029,"dolphin","genereg","D","TRUE","FALSE"
"input",3,-0.107671497584541,"dolphin","genereg","D","TRUE","FALSE"
"d",4,-0.0380676328502416,"dolphin","genereg","D","TRUE","FALSE"
"input",4,-0.096231884057971,"dolphin","genereg","D","TRUE","FALSE"
"d",5,-0.0448695652173913,"dolphin","genereg","D","TRUE","FALSE"
"input",5,-0.0987053140096619,"dolphin","genereg","D","TRUE","FALSE"
"d",6,-0.122821256038647,"dolphin","genereg","D","TRUE","FALSE"
"input",6,-0.122821256038647,"dolphin","genereg","D","TRUE","FALSE"
"d",1,-0.692753623188406,"dolphin","genereg","D","TRUE","TRUE"
"input",1,-0.620367149758454,"dolphin","genereg","D","TRUE","TRUE"
"d",2,-0.705159420289855,"dolphin","genereg","D","TRUE","TRUE"
"input",2,-0.498666666666667,"dolphin","genereg","D","TRUE","TRUE"
"d",3,-0.585545893719807,"dolphin","genereg","D","TRUE","TRUE"
"input",3,-0.375574879227053,"dolphin","genereg","D","TRUE","TRUE"
"d",4,-0.439227053140097,"dolphin","genereg","D","TRUE","TRUE"
"input",4,-0.15424154589372,"dolphin","genereg","D","TRUE","TRUE"
"d",5,-0.229642512077295,"dolphin","genereg","D","TRUE","TRUE"
"input",5,-0.153739130434783,"dolphin","genereg","D","TRUE","TRUE"
"d",6,-0.0911690821256039,"dolphin","genereg","D","TRUE","TRUE"
"input",6,-0.0911690821256039,"dolphin","genereg","D","TRUE","TRUE"
"d",1,-0.13859649122807,"dolphin","genereg","u","FALSE","FALSE"
"input",1,-0.0815538847117794,"dolphin","genereg","u","FALSE","FALSE"
"d",2,-0.183032581453634,"dolphin","genereg","u","FALSE","FALSE"
"input",2,-0.303583959899749,"dolphin","genereg","u","FALSE","FALSE"
"d",3,-0.188796992481203,"dolphin","genereg","u","FALSE","FALSE"
"input",3,-0.377844611528822,"dolphin","genereg","u","FALSE","FALSE"
"d",4,-0.191979949874687,"dolphin","genereg","u","FALSE","FALSE"
"input",4,-0.358671679197995,"dolphin","genereg","u","FALSE","FALSE"
"d",5,-0.17719298245614,"dolphin","genereg","u","FALSE","FALSE"
"input",5,-0.347944862155388,"dolphin","genereg","u","FALSE","FALSE"
"d",6,-0.361929824561403,"dolphin","genereg","u","FALSE","FALSE"
"input",6,-0.361929824561403,"dolphin","genereg","u","FALSE","FALSE"
"d",1,-0.063610188261351,"dolphin","genereg","u","TRUE","FALSE"
"input",1,-0.0711849390919158,"dolphin","genereg","u","TRUE","FALSE"
"d",2,-0.0640531561461794,"dolphin","genereg","u","TRUE","FALSE"
"input",2,-0.179003322259136,"dolphin","genereg","u","TRUE","FALSE"
"d",3,-0.0870431893687708,"dolphin","genereg","u","TRUE","FALSE"
"input",3,-0.161771871539313,"dolphin","genereg","u","TRUE","FALSE"
"d",4,-0.103388704318937,"dolphin","genereg","u","TRUE","FALSE"
"input",4,-0.143167220376523,"dolphin","genereg","u","TRUE","FALSE"
"d",5,-0.121683277962348,"dolphin","genereg","u","TRUE","FALSE"
"input",5,-0.145692137320044,"dolphin","genereg","u","TRUE","FALSE"
"d",6,-0.219667774086379,"dolphin","genereg","u","TRUE","FALSE"
"input",6,-0.219667774086379,"dolphin","genereg","u","TRUE","FALSE"
"d",1,-0.530321151716501,"dolphin","genereg","u","TRUE","TRUE"
"input",1,-0.614928017718715,"dolphin","genereg","u","TRUE","TRUE"
"d",2,-0.583565891472868,"dolphin","genereg","u","TRUE","TRUE"
"input",2,-0.564473975636766,"dolphin","genereg","u","TRUE","TRUE"
"d",3,-0.54250276854928,"dolphin","genereg","u","TRUE","TRUE"
"input",3,-0.448815060908084,"dolphin","genereg","u","TRUE","TRUE"
"d",4,-0.437785160575858,"dolphin","genereg","u","TRUE","TRUE"
"input",4,-0.198848283499446,"dolphin","genereg","u","TRUE","TRUE"
"d",5,-0.356190476190476,"dolphin","genereg","u","TRUE","TRUE"
"input",5,-0.198671096345515,"dolphin","genereg","u","TRUE","TRUE"
"d",6,-0.20921373200443,"dolphin","genereg","u","TRUE","TRUE"
"input",6,-0.20921373200443,"dolphin","genereg","u","TRUE","TRUE"
"d",1,-0.732170686456401,"dolphin","mutualistic","D","FALSE","FALSE"
"input",1,-0.339616573902288,"dolphin","mutualistic","D","FALSE","FALSE"
"d",2,-0.812121212121212,"dolphin","mutualistic","D","FALSE","FALSE"
"input",2,-0.492607709750567,"dolphin","mutualistic","D","FALSE","FALSE"
"d",3,-0.845087610801897,"dolphin","mutualistic","D","FALSE","FALSE"
"input",3,-0.566571840857555,"dolphin","mutualistic","D","FALSE","FALSE"
"d",4,-0.865231910946197,"dolphin","mutualistic","D","FALSE","FALSE"
"input",4,-0.615460729746444,"dolphin","mutualistic","D","FALSE","FALSE"
"d",5,-0.873164296021439,"dolphin","mutualistic","D","FALSE","FALSE"
"input",5,-0.652434549577407,"dolphin","mutualistic","D","FALSE","FALSE"
"d",6,-0.951432694289837,"dolphin","mutualistic","D","FALSE","FALSE"
"input",6,-0.951432694289837,"dolphin","mutualistic","D","FALSE","FALSE"
"d",1,-0.739616573902288,"dolphin","mutualistic","D","TRUE","FALSE"
"input",1,-0.347400535971965,"dolphin","mutualistic","D","TRUE","FALSE"
"d",2,-0.814660894660895,"dolphin","mutualistic","D","TRUE","FALSE"
"input",2,-0.47959595959596,"dolphin","mutualistic","D","TRUE","FALSE"
"d",3,-0.840659657802515,"dolphin","mutualistic","D","TRUE","FALSE"
"input",3,-0.55833436404865,"dolphin","mutualistic","D","TRUE","FALSE"
"d",4,-0.862246959389817,"dolphin","mutualistic","D","TRUE","FALSE"
"input",4,-0.61273964131107,"dolphin","mutualistic","D","TRUE","FALSE"
"d",5,-0.871309008451866,"dolphin","mutualistic","D","TRUE","FALSE"
"input",5,-0.649004329004329,"dolphin","mutualistic","D","TRUE","FALSE"
"d",6,-0.951787260358689,"dolphin","mutualistic","D","TRUE","FALSE"
"input",6,-0.951787260358689,"dolphin","mutualistic","D","TRUE","FALSE"
"d",1,-0.73968253968254,"dolphin","mutualistic","D","TRUE","TRUE"
"input",1,-0.270847247990105,"dolphin","mutualistic","D","TRUE","TRUE"
"d",2,-0.814421768707483,"dolphin","mutualistic","D","TRUE","TRUE"
"input",2,-0.415914244485673,"dolphin","mutualistic","D","TRUE","TRUE"
"d",3,-0.848286951144094,"dolphin","mutualistic","D","TRUE","TRUE"
"input",3,-0.461438878581736,"dolphin","mutualistic","D","TRUE","TRUE"
"d",4,-0.860713254998969,"dolphin","mutualistic","D","TRUE","TRUE"
"input",4,-0.483397237682952,"dolphin","mutualistic","D","TRUE","TRUE"
"d",5,-0.874112554112554,"dolphin","mutualistic","D","TRUE","TRUE"
"input",5,-0.551309008451866,"dolphin","mutualistic","D","TRUE","TRUE"
"d",6,-0.926687280972995,"dolphin","mutualistic","D","TRUE","TRUE"
"input",6,-0.926687280972995,"dolphin","mutualistic","D","TRUE","TRUE"
"d",1,-0.6281543688593,"dolphin","mutualistic","u","FALSE","FALSE"
"input",1,-0.650304398217923,"dolphin","mutualistic","u","FALSE","FALSE"
"d",2,-0.707439612245479,"dolphin","mutualistic","u","FALSE","FALSE"
"input",2,-0.724339201689384,"dolphin","mutualistic","u","FALSE","FALSE"
"d",3,-0.744481406495835,"dolphin","mutualistic","u","FALSE","FALSE"
"input",3,-0.764188465865301,"dolphin","mutualistic","u","FALSE","FALSE"
"d",4,-0.759546917054195,"dolphin","mutualistic","u","FALSE","FALSE"
"input",4,-0.791696205216484,"dolphin","mutualistic","u","FALSE","FALSE"
"d",5,-0.772350657185951,"dolphin","mutualistic","u","FALSE","FALSE"
"input",5,-0.811615522261154,"dolphin","mutualistic","u","FALSE","FALSE"
"d",6,-0.894244494082103,"dolphin","mutualistic","u","FALSE","FALSE"
"input",6,-0.894244494082103,"dolphin","mutualistic","u","FALSE","FALSE"
"d",1,-0.611348668698249,"dolphin","mutualistic","u","TRUE","FALSE"
"input",1,-0.645427032351402,"dolphin","mutualistic","u","TRUE","FALSE"
"d",2,-0.700481257118232,"dolphin","mutualistic","u","TRUE","FALSE"
"input",2,-0.710877717240742,"dolphin","mutualistic","u","TRUE","FALSE"
"d",3,-0.72648205743836,"dolphin","mutualistic","u","TRUE","FALSE"
"input",3,-0.75194559054391,"dolphin","mutualistic","u","TRUE","FALSE"
"d",4,-0.753336072890695,"dolphin","mutualistic","u","TRUE","FALSE"
"input",4,-0.779539107950873,"dolphin","mutualistic","u","TRUE","FALSE"
"d",5,-0.764575910364146,"dolphin","mutualistic","u","TRUE","FALSE"
"input",5,-0.79929723273925,"dolphin","mutualistic","u","TRUE","FALSE"
"d",6,-0.889085351063502,"dolphin","mutualistic","u","TRUE","FALSE"
"input",6,-0.889085351063502,"dolphin","mutualistic","u","TRUE","FALSE"
"d",1,-0.634666666666667,"dolphin","mutualistic","u","TRUE","TRUE"
"input",1,-0.675921568627451,"dolphin","mutualistic","u","TRUE","TRUE"
"d",2,-0.693019607843137,"dolphin","mutualistic","u","TRUE","TRUE"
"input",2,-0.730352941176471,"dolphin","mutualistic","u","TRUE","TRUE"
"d",3,-0.704062745098039,"dolphin","mutualistic","u","TRUE","TRUE"
"input",3,-0.658321568627451,"dolphin","mutualistic","u","TRUE","TRUE"
"d",4,-0.712470588235294,"dolphin","mutualistic","u","TRUE","TRUE"
"input",4,-0.667105882352941,"dolphin","mutualistic","u","TRUE","TRUE"
"d",5,-0.71196862745098,"dolphin","mutualistic","u","TRUE","TRUE"
"input",5,-0.694996078431373,"dolphin","mutualistic","u","TRUE","TRUE"
"d",6,-0.84483137254902,"dolphin","mutualistic","u","TRUE","TRUE"
"input",6,-0.84483137254902,"dolphin","mutualistic","u","TRUE","TRUE"
"d",1,0.739299435028249,"dolphin","SIS","D","FALSE","FALSE"
"input",1,0.777242937853107,"dolphin","SIS","D","FALSE","FALSE"
"d",2,0.797446327683616,"dolphin","SIS","D","FALSE","FALSE"
"input",2,0.82625988700565,"dolphin","SIS","D","FALSE","FALSE"
"d",3,0.819186440677966,"dolphin","SIS","D","FALSE","FALSE"
"input",3,0.849265536723164,"dolphin","SIS","D","FALSE","FALSE"
"d",4,0.833627118644068,"dolphin","SIS","D","FALSE","FALSE"
"input",4,0.865084745762712,"dolphin","SIS","D","FALSE","FALSE"
"d",5,0.845898305084746,"dolphin","SIS","D","FALSE","FALSE"
"input",5,0.873016949152542,"dolphin","SIS","D","FALSE","FALSE"
"d",6,0.931435028248588,"dolphin","SIS","D","FALSE","FALSE"
"input",6,0.931435028248588,"dolphin","SIS","D","FALSE","FALSE"
"d",1,0.879570621468927,"dolphin","SIS","D","FALSE","TRUE"
"input",1,0.811774011299435,"dolphin","SIS","D","FALSE","TRUE"
"d",2,0.887344632768362,"dolphin","SIS","D","FALSE","TRUE"
"input",2,0.798553672316384,"dolphin","SIS","D","FALSE","TRUE"
"d",3,0.888474576271186,"dolphin","SIS","D","FALSE","TRUE"
"input",3,0.827457627118644,"dolphin","SIS","D","FALSE","TRUE"
"d",4,0.87916384180791,"dolphin","SIS","D","FALSE","TRUE"
"input",4,0.849604519774011,"dolphin","SIS","D","FALSE","TRUE"
"d",5,0.86671186440678,"dolphin","SIS","D","FALSE","TRUE"
"input",5,0.852700564971751,"dolphin","SIS","D","FALSE","TRUE"
"d",6,0.895435028248588,"dolphin","SIS","D","FALSE","TRUE"
"input",6,0.895435028248588,"dolphin","SIS","D","FALSE","TRUE"
"d",1,0.690481931306138,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",1,0.722570698178707,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",2,0.757368824167189,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",2,0.776552176897138,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",3,0.776940109217869,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",3,0.808964618582953,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",4,0.794548257786001,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",4,0.825984900480439,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",5,0.808828344921568,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",5,0.835373061581769,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",6,0.897605164473357,"erdosrenyi","doublewell","D","FALSE","FALSE"
"input",6,0.897605164473357,"erdosrenyi","doublewell","D","FALSE","FALSE"
"d",1,0.700220602212187,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",1,0.729455686903092,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",2,0.742603044454377,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",2,0.773717306536381,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",3,0.766136687062353,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",3,0.806580254714897,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",4,0.788935262960508,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",4,0.824614562622978,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",5,0.80280278860924,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",5,0.834694141762865,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",6,0.893302714116178,"erdosrenyi","doublewell","D","TRUE","FALSE"
"input",6,0.893302714116178,"erdosrenyi","doublewell","D","TRUE","FALSE"
"d",1,0.694474360465567,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",1,0.72799371068057,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",2,0.73433777057226,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",2,0.737071381747493,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",3,0.74885723948743,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",3,0.743380781190259,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",4,0.768404596977142,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",4,0.78177963880553,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",5,0.77682755132291,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",5,0.79507742650879,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",6,0.868981727928479,"erdosrenyi","doublewell","D","TRUE","TRUE"
"input",6,0.868981727928479,"erdosrenyi","doublewell","D","TRUE","TRUE"
"d",1,0.728427864595915,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",1,0.751503418147287,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",2,0.798650504356415,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",2,0.81138149458423,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",3,0.82922058129679,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",3,0.844376464440949,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",4,0.848571733970855,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",4,0.863227971724308,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",5,0.864312008460518,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",5,0.874063447923731,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",6,0.957155201960283,"erdosrenyi","doublewell","u","FALSE","FALSE"
"input",6,0.957155201960283,"erdosrenyi","doublewell","u","FALSE","FALSE"
"d",1,0.727607340354338,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",1,0.757412090686016,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",2,0.799032909490097,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",2,0.811607786505113,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",3,0.826596339215479,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",3,0.841206603031477,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",4,0.850830544890987,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",4,0.855376586476935,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",5,0.861062308478039,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",5,0.867768659082104,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",6,0.95478484965893,"erdosrenyi","doublewell","u","TRUE","FALSE"
"input",6,0.95478484965893,"erdosrenyi","doublewell","u","TRUE","FALSE"
"d",1,0.724637505771427,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",1,0.753636143500194,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",2,0.78611803587076,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",2,0.761601859435908,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",3,0.812753371728512,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",3,0.768248896817603,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",4,0.833859184324018,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",4,0.799419523791145,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",5,0.848097328776229,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",5,0.813976694155099,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",6,0.937805754130769,"erdosrenyi","doublewell","u","TRUE","TRUE"
"input",6,0.937805754130769,"erdosrenyi","doublewell","u","TRUE","TRUE"
"d",1,-0.169403846153846,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",1,-0.135807692307692,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",2,-0.232,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",2,-0.1815,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",3,-0.286346153846154,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",3,-0.214807692307692,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",4,-0.310134615384615,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",4,-0.264788461538462,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",5,-0.335057692307692,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",5,-0.260403846153846,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",6,-0.552134615384616,"erdosrenyi","genereg","D","FALSE","FALSE"
"input",6,-0.552134615384616,"erdosrenyi","genereg","D","FALSE","FALSE"
"d",1,-0.160134615384615,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",1,-0.0780769230769231,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",2,-0.200423076923077,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",2,-0.130923076923077,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",3,-0.236576923076923,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",3,-0.160557692307692,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",4,-0.266807692307692,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",4,-0.159365384615385,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",5,-0.279807692307692,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",5,-0.206576923076923,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",6,-0.511769230769231,"erdosrenyi","genereg","D","TRUE","FALSE"
"input",6,-0.511769230769231,"erdosrenyi","genereg","D","TRUE","FALSE"
"d",1,-0.598480769230769,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",1,-0.266346153846154,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",2,-0.676346153846154,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",2,-0.268173076923077,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",3,-0.67125,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",3,-0.106153846153846,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",4,-0.604307692307692,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",4,-0.118807692307692,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",5,-0.542134615384615,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",5,-0.169884615384615,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",6,-0.442480769230769,"erdosrenyi","genereg","D","TRUE","TRUE"
"input",6,-0.442480769230769,"erdosrenyi","genereg","D","TRUE","TRUE"
"d",1,-0.320059970014992,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",1,-0.141223388305847,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",2,-0.388977511244378,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",2,-0.175592203898051,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",3,-0.407688155922039,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",3,-0.328467766116942,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",4,-0.462752623688156,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",4,-0.41712143928036,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",5,-0.468281859070465,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",5,-0.417235382308845,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",6,-0.569811094452774,"erdosrenyi","genereg","u","FALSE","FALSE"
"input",6,-0.569811094452774,"erdosrenyi","genereg","u","FALSE","FALSE"
"d",1,-0.213903771824603,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",1,-0.140839664134346,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",2,-0.296468079434893,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",2,-0.172043182726909,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",3,-0.365837664934026,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",3,-0.302364387578302,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",4,-0.374991336798614,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",4,-0.397531654005065,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",5,-0.393320005331201,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",5,-0.398299346927895,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",6,-0.560714380914301,"erdosrenyi","genereg","u","TRUE","FALSE"
"input",6,-0.560714380914301,"erdosrenyi","genereg","u","TRUE","FALSE"
"d",1,-0.774564840730374,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",1,-0.256484073037452,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",2,-0.814202319072371,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",2,-0.238928428628549,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",3,-0.793831800613088,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",3,-0.256174863387978,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",4,-0.716246834599493,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",4,-0.395228575236572,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",5,-0.684552845528455,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",5,-0.403566573370652,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",6,-0.494863387978142,"erdosrenyi","genereg","u","TRUE","TRUE"
"input",6,-0.494863387978142,"erdosrenyi","genereg","u","TRUE","TRUE"
"d",1,-0.734710368996083,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",1,-0.525945165945166,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",2,-0.803092145949289,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",2,-0.641129663986807,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",3,-0.839422799422799,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",3,-0.702634508348794,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",4,-0.856054421768707,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",4,-0.742585034013605,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",5,-0.86617192331478,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",5,-0.772475778190064,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",6,-0.954137291280148,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"input",6,-0.954137291280148,"erdosrenyi","mutualistic","D","FALSE","FALSE"
"d",1,-0.716825396825397,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",1,-0.530199958771387,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",2,-0.793296227581942,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",2,-0.644502164502164,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",3,-0.831111111111111,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",3,-0.700911152339724,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",4,-0.851453308596166,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",4,-0.741414141414141,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",5,-0.864077509791796,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",5,-0.771255411255411,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",6,-0.954582560296846,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"input",6,-0.954582560296846,"erdosrenyi","mutualistic","D","TRUE","FALSE"
"d",1,-0.726110080395795,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",1,-0.525895691609977,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",2,-0.803496186353329,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",2,-0.578181818181818,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",3,-0.833263244691816,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",3,-0.592413935271078,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",4,-0.853745619459905,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",4,-0.617381983096269,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",5,-0.865908060193775,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",5,-0.684840239125953,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",6,-0.937316017316017,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"input",6,-0.937316017316017,"erdosrenyi","mutualistic","D","TRUE","TRUE"
"d",1,-0.682449254720407,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",1,-0.686248350139756,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",2,-0.756502028506692,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",2,-0.764064356030379,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",3,-0.781849177027725,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",3,-0.800444805250268,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",4,-0.801001079533391,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",4,-0.823585375983111,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",5,-0.815908859073416,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",5,-0.840671290734582,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"d",6,-0.912107361658994,"erdosrenyi","mutualistic","u","FALSE","FALSE"
"input",6,-0.912107361658994,"erdosrenyi","mutualistic","u","FALSE","FALSE"
